admin0,AAD,PMD2,PMD5,PMD10,PMD25,PMD50,PMD_100,PMD250,PMD500,PMD1000,scenario,year
AFG,15578.60556,4920.734189,19279.66517,26536.77763,31073.44616,34450.20865,38316.44632,42539.47395,43791.37433,47468.34271,pessimistic,2100
AGO,139542.5583,76454.38119,149817.9232,285099.2741,332694.6795,370786.6797,386878.1103,397134.7005,405292.3216,423531.5469,pessimistic,2100
ALB,226.0303987,91.11348283,236.9395083,452.8553243,1149.67141,1541.533342,2180.930348,3641.695882,4285.234748,4428.722145,pessimistic,2100
AND,0.815678022,0,0,0,0,0,3.45587237,117.8300509,146.3174865,146.3174865,pessimistic,2100
ARE,258.3935846,177.9255761,269.8837378,371.9814696,906.398421,1009.908329,1314.88717,1809.609354,2955.608719,3965.822237,pessimistic,2100
ARG,41533.05,15827.56,33821.99,77058.76,147987.63,211536.1,267037.27,579310.95,596652.84,711980.68,pessimistic,2100
ARM,8.345465188,0.422638044,4.984852418,10.41839523,45.32976254,125.2485955,179.8983594,240.2644361,278.8353614,305.5670802,pessimistic,2100
AUS,3814.1,1643.92,2934.31,4133.08,6863.97,9812.19,11999.01,17268.22,125222.31,137661.2,pessimistic,2100
AUT,1142.59109,76.81175347,982.836713,2897.506908,7834.805579,11511.62792,13728.24507,32848.27087,39395.90471,42338.65039,pessimistic,2100
AZE,612.4215466,18.48126424,348.5892752,3667.549139,3697.055834,3697.770546,3715.106801,3845.80079,3895.119737,3915.715024,pessimistic,2100
BDI,16122.61673,7537.214187,21990.30218,35015.35197,42512.46393,44161.37601,45220.43786,46015.46743,46782.36356,48128.7083,pessimistic,2100
BEL,622.2091812,0,0,114.121187,3596.512368,13385.303,19343.80776,25671.22657,27749.10575,32248.35747,pessimistic,2100
BEN,131914.8826,126677.4248,161151.8472,189074.2827,230425.7205,253718.5399,265961.6313,312184.7752,346168.3894,369004.538,pessimistic,2100
BFA,56040.03196,33234.4856,64586.20559,88317.56501,125276.5029,150007.2086,163136.7853,180710.0617,192684.2915,197338.645,pessimistic,2100
BGD,1447525.364,522967.5234,1674264.242,4120859.65,8344908.127,9907702.079,10909455.39,11708259.72,12211154.5,13014051.75,pessimistic,2100
BGR,1792.554006,585.0082099,2285.765126,3603.210258,10757.64824,13461.50498,16174.80395,18419.73339,19068.96254,20007.45569,pessimistic,2100
BIH,1276.915011,241.7812879,2375.946881,4406.876762,6537.425872,7881.813922,9304.395793,10851.69614,13727.00557,13974.2329,pessimistic,2100
BLR,1418.096783,591.284565,2133.636511,3007.966223,4616.878107,7327.956457,10436.54896,12967.09557,14900.21826,16098.05114,pessimistic,2100
BLZ,227.7886351,12.53238592,225.7211223,462.3580273,1604.537334,2692.945451,3817.318212,5080.056605,5943.684902,6600.568338,pessimistic,2100
BOL,52368.08719,29915.54179,56822.93952,80646.36267,105071.1005,113358.7042,119378.8338,124838.0904,129873.554,132773.3614,pessimistic,2100
BRA,772816.22,429913.77,758157.8,944376.63,1346310.08,1518067.22,1616034.89,1730901.2,1776014.17,1806701.63,pessimistic,2100
BRN,480.0528401,0,393.0145581,530.4823403,901.3974753,2114.66616,18770.5661,30451.73917,33991.20041,40131.53268,pessimistic,2100
BTN,2511.867612,277.5115259,6071.959513,7977.734826,10857.9999,13480.53973,14822.77594,16463.3868,17699.53425,18231.51384,pessimistic,2100
BWA,2367.62319,1401.236372,3203.559853,4420.172128,6207.193559,8122.114241,9131.440602,9808.930774,12996.85165,14500.60397,pessimistic,2100
CAF,82486.8583,29729.70141,73441.88924,111259.8567,141364.8539,163604.0385,171632.0447,175433.4539,177723,196271.2776,pessimistic,2100
CAN,7666.04,2983.36,6338.29,9951.31,36737.92,50630.52,77429.2,119867.24,144214.26,160635.3,pessimistic,2100
CHE,317.1647053,0.372983918,71.35001533,695.5038356,1827.75693,3416.996515,5443.525994,11262.16833,18674.89201,24032.11445,pessimistic,2100
CHL,4617.033435,2841.468927,4004.097515,6384.020524,9459.273902,14219.92129,27114.93664,40942.99786,43938.63747,47763.3208,pessimistic,2100
CHN,252037.23,135799,271603.27,471439.52,647207.62,803297.78,912064.18,1023568.75,1070886.36,1153465.08,pessimistic,2100
CIV,52028.07952,27139.88907,67679.64529,99585.67265,151148.3255,180593.6914,194213.1615,207114.1366,256822.6358,280870.7397,pessimistic,2100
CMR,165232.8643,84108.58659,154462.4888,206211.4873,283137.6827,328490.6396,398042.4461,638249.4906,720420.2266,730653.3949,pessimistic,2100
COD,714887.1472,426139.2271,659539.715,854611.1702,1474326.768,1542040.639,1583363.96,1633547.757,1762756.495,1834202.025,pessimistic,2100
COG,67684.80225,39272.33608,95731.34561,127074.9148,156191.3649,169697.4589,179306.306,461673.1093,534433.1414,551059.1236,pessimistic,2100
COL,150253.1282,72618.39702,109550.3362,256484.6086,372295.6622,493496.1,628911.7755,758726.935,808617.487,843306.9779,pessimistic,2100
CRI,565.7504956,324.9970576,933.3209046,1370.118451,1951.515325,2497.10059,3087.444278,3538.191708,3800.984873,4026.105499,pessimistic,2100
CUB,149.0190671,0,35.77798109,159.0129573,929.4795485,2249.362304,3624.761005,5453.088813,6862.4607,9974.72393,pessimistic,2100
CYP,0.064503279,0,0,0,0,0.060594193,0.375908844,8.884869267,11.95367026,12.24085215,pessimistic,2100
CZE,850.7926449,92.80295557,1001.506258,2259.48916,5103.777674,8644.353658,11041.27454,14832.34596,17276.22594,19542.98086,pessimistic,2100
DEU,11342.05511,2443.455384,12415.53441,22584.86068,67278.70135,111486.9176,130675.894,152231.2448,167581.7162,175426.7279,pessimistic,2100
DJI,17.87105629,1.863238663,21.76455199,45.86842247,69.79586018,80.23201764,88.85428805,108.8183146,136.4306639,3493.152085,pessimistic,2100
DNK,9.904298889,0,0,2.198275892,76.21428208,120.7957562,250.8568346,523.4510185,633.3048338,866.5269645,pessimistic,2100
DOM,372.1475801,11.10517067,202.4989091,717.2860146,1691.939896,3310.145125,9568.4271,13686.07049,16573.00514,19775.69371,pessimistic,2100
DZA,888.9171096,291.1112032,1054.536004,1905.78312,2929.703594,4087.238927,5517.032659,7225.632922,13607.54157,14115.14566,pessimistic,2100
ECU,88566.26739,44079.60414,115369.3779,178237.9092,292259.4225,546236.6214,764317.8772,858853.747,910828.684,937895.2469,pessimistic,2100
EGY,703076.522,60824.80563,741824.7058,1994625.996,5466721.166,7606014.143,8506652.71,9839358.197,10803562.21,11168663.75,pessimistic,2100
ERI,1745.84053,888.1471994,1389.068444,1686.320528,2081.541278,2254.619388,2411.698755,2555.850541,2600.018963,2657.3892,pessimistic,2100
ESH,9.708292588,0,5.07E-06,1.987525162,36.57952881,252.303207,350.1310094,562.1054786,638.9225053,638.922509,pessimistic,2100
ESP,1011.980848,91.019178,600.4848467,1569.617622,5668.259632,11530.93882,17229.04343,23380.94229,33435.8715,63781.27151,pessimistic,2100
EST,0.001390714,0,0,0,0,0,0,0.000311425,0.007169809,0.094972044,pessimistic,2100
ETH,174600.636,103454.9635,187000.3446,232331.8464,309275.8468,362562.3197,407019.7006,430375.9584,436439.2165,442144.8244,pessimistic,2100
FIN,0.794556696,0,0,0,0.525491834,2.46358943,6.566450357,21.73039281,122.9087296,150.5789222,pessimistic,2100
FRA,5001.895512,354.046477,2581.771067,6911.172591,18474.41157,48939.34895,141079.6488,224821.1234,245066.7751,252768.6813,pessimistic,2100
GAB,25180.31835,17335.97835,28259.8918,40182.21057,62032.01408,86276.80087,102462.387,112951.7275,124100.9173,136260.3926,pessimistic,2100
GBR,703.7402757,3.952774269,59.40850772,227.7237158,1868.758203,4501.295989,12625.59741,58533.87805,79043.21462,91030.08535,pessimistic,2100
GEO,148.833699,23.75707338,134.0339591,314.2525862,948.7450234,1370.68344,1895.245166,2879.384072,4006.665063,4573.054375,pessimistic,2100
GHA,51481.13513,24920.99225,54972.6419,86467.9128,115725.7023,127546.7843,139790.1501,148452.3104,152422.6586,153311.4445,pessimistic,2100
GIN,85077.02451,44876.89202,120725.8453,155578.0578,192057.5153,241801.4165,305257.0168,348079.6038,366718.9254,372422.3884,pessimistic,2100
GMB,4879.240679,0,1222.819255,12781.74396,41877.885,62831.72691,83004.93697,94417.24965,109912.8954,117475.4979,pessimistic,2100
GNB,773.5855251,142.9507501,459.8100135,1655.243939,5533.275456,8848.033754,12972.56289,16880.84781,18593.07841,21468.40867,pessimistic,2100
GNQ,3530.662825,181.8240706,7022.297674,11229.44493,19004.25028,25838.11223,31340.16345,35435.80421,40988.20856,46509.30421,pessimistic,2100
GRC,32.82020848,2.519504167,30.26018259,75.52617703,156.9187027,250.7631257,465.6703362,1022.78913,1296.473079,1508.778356,pessimistic,2100
GRL,0.02,0,0,0,0,0.44,0.86,0.96,1.28,1.36,pessimistic,2100
GTM,6606.940039,1260.555778,6898.770043,14358.73367,46065.81636,62547.36347,85019.11899,95621.33524,100280.1254,103037.7124,pessimistic,2100
GUF,1680.15934,223.4789842,1541.523973,3543.83498,11271.87456,15698.5914,20767.43326,45299.10686,47829.17086,51520.31293,pessimistic,2100
GUY,2246.82276,1187.358458,2485.832756,5324.730393,7511.559128,8937.618862,13113.17923,22262.02632,23199.70538,52539.63013,pessimistic,2100
HND,2510.072918,486.454828,2882.083729,6325.48064,14370.49524,18884.53742,26567.14101,38341.63665,55844.72934,60945.8195,pessimistic,2100
HRV,585.5532223,90.49285064,687.5351282,1786.775525,3676.421833,4918.950275,6502.968823,7598.262418,8745.729986,9198.542773,pessimistic,2100
HTI,881.3208158,0,462.7052029,2020.881738,7535.636409,9937.733728,12717.15654,24656.58895,33748.93427,38182.83543,pessimistic,2100
HUN,3771.446022,545.2240343,3234.282016,7143.859596,13933.63158,24666.33632,37030.72968,174906.5181,317426.7814,348062.4277,pessimistic,2100
IDN,1213610.673,597009.2638,833954.997,1017706.174,1345969.221,1570272.319,1822328.799,2132632.456,2184694.236,2294719.592,pessimistic,2100
IND,6075105.57,2959836.01,6243258.5,12018997.67,14723259.18,15769194.52,16733532.99,17769785.81,18551092.71,18880543.56,pessimistic,2100
IRL,43.39569445,0.174149865,14.20497438,75.37598116,235.0286209,595.3294749,923.0276434,1234.10971,1826.260449,5030.643552,pessimistic,2100
IRN,57631.09296,27433.07968,49783.43726,88018.33929,197656.8759,215522.2825,260640.8506,389395.3433,412781.4989,451823.7216,pessimistic,2100
IRQ,712643.1306,814507.4296,901889.3858,971845.2155,1009364.189,1038260.815,1055877.504,1165808.312,1412459.224,1509493.607,pessimistic,2100
ISL,6.061530869,1.910167965,6.898720157,18.16760316,25.54375355,29.427907,70.23907592,87.72257111,127.4824293,137.4339986,pessimistic,2100
ISR,23.31749843,0.333589107,1.568035428,2.064603784,23.18203932,502.4260012,686.0531472,686.0539969,2972.549649,2972.549649,pessimistic,2100
ITA,301.9211976,6.796875,142.5429471,780.4349147,2401.546709,3311.172324,4809.730837,7049.868485,11232.62465,13301.80106,pessimistic,2100
JAM,37.27043122,0,0,0,248.2844354,424.791604,815.4424312,2289.671967,3642.801939,4280.57935,pessimistic,2100
JOR,21.52337349,9.32494107,40.94753974,53.1441699,59.9555698,64.81032717,68.19750568,70.94667497,79.5350391,82.17784229,pessimistic,2100
JPN,7157.27819,133.3695288,893.1258685,3392.350151,22399.70139,70322.57318,151877.3188,370203.168,710100.9836,998283.6583,pessimistic,2100
KAZ,14502.1,5532.59,12196.7,19078.83,26017.9,29640.89,32216.08,34133.05,35587.21,37228.79,pessimistic,2100
KEN,117499.1945,81039.8648,122986.2511,155655.2177,195607.1963,234081.4609,266431.2407,282550.7343,294869.0858,303153.4181,pessimistic,2100
KGZ,48.35829861,28.4737472,33.26616518,36.05447414,43.50458843,50.11080874,57.05088546,60.18340585,65.31663112,73.28815421,pessimistic,2100
KHM,739972.8497,300128.086,1495516.164,1971904.28,2248126.686,2492618.401,2745965.147,3425494.662,3684853.112,4119974.623,pessimistic,2100
KOR,5557.075008,438.8280241,2482.505002,6859.943554,15974.7554,38290.8689,57051.3284,111403.197,754166.9227,1111249.534,pessimistic,2100
KWT,0.00367784,0,0,0,0,0,0.26188228,0.289706664,0.295135902,0.516827689,pessimistic,2100
LAO,264825.1127,168674.464,415892.7596,618299.7184,743583.2744,800035.6531,835827.1761,882440.3569,892022.4924,915010.9126,pessimistic,2100
LBN,30.40822297,0,0,0,75.76167779,714.2019064,714.2019064,2097.198501,2482.788272,2602.890733,pessimistic,2100
LBR,54362.73541,30126.37251,44196.18989,52610.89003,69002.30383,79194.24706,87948.35033,97222.29972,628049.7623,650602.4147,pessimistic,2100
LBY,854.252672,496.0511645,1467.279226,1667.967224,1905.567218,2089.090153,2273.987891,2751.807712,3174.714513,3276.74194,pessimistic,2100
LIE,0.065597587,0,0,0,0,0.060355052,0.837850276,4.85473261,11.99730258,13.02669051,pessimistic,2100
LKA,19393.20332,4446.146139,19237.59968,44395.88625,118815.9173,177285.0839,222469.6047,277622.4889,565309.4986,637474.2847,pessimistic,2100
LSO,1093.871337,525.4815559,1150.767197,1680.341059,2073.999044,2394.40104,2766.624923,3008.056061,3119.554336,3245.460344,pessimistic,2100
LTU,144.7004473,34.11283447,193.0096537,397.9861426,723.327161,1041.56322,1456.67605,1919.910489,2279.151553,3348.190564,pessimistic,2100
LUX,53.53004309,0,0,0,245.5969522,814.0881147,1768.35445,3269.783668,3597.713699,3679.323797,pessimistic,2100
LVA,1240.482918,189.4371951,1070.603986,3772.433798,7317.934687,9507.759496,12877.83277,29282.59998,34946.07353,40558.53834,pessimistic,2100
MAR,6495.175832,2406.328227,9090.303687,14405.26569,18153.19444,20114.90309,23150.08174,28993.45393,40539.02094,106299.8537,pessimistic,2100
MDA,1632.913532,792.3995016,2554.07465,4572.746415,6877.553927,8088.700005,9409.015003,9968.320353,10341.14877,11170.55561,pessimistic,2100
MDG,121978.2152,72494.31388,169553.7536,236278.1737,353358.329,408084.8597,430483.1814,461488.885,481079.445,496865.6961,pessimistic,2100
MEX,31040.11213,6822.478361,29113.12006,65969.4007,129281.4475,173214.6327,298441.3376,708893.3682,973801.5858,1206795.865,pessimistic,2100
MKD,126.910993,47.47954999,191.2481852,363.1073631,619.5237767,749.8848211,1053.478021,1532.730368,2173.683444,2357.032716,pessimistic,2100
MLI,656365.6339,245299.619,870647.3074,1207456.47,1464396.04,1656811.114,1758426.856,1851811.177,1948180.284,1982410.563,pessimistic,2100
MMR,1253690.08,788108.158,1712892.283,2281709.088,3080922.68,3489304.934,4194697.645,5087494.131,5423073.401,6011222.901,pessimistic,2100
MNE,180.4342746,78.46659737,234.7210357,560.3266611,822.1803003,1168.806031,1550.324154,1994.45114,2210.436944,2363.000818,pessimistic,2100
MNG,59.7,26.83,77.71,118.32,170.66,185.35,208.83,244.33,262.98,286.87,pessimistic,2100
MOZ,181677.1129,111289.6005,227501.3758,286162.138,410845.416,596557.7178,671666.4394,840089.5021,877377.7308,906458.0031,pessimistic,2100
MRT,30429.01798,11424.27496,67761.11163,68219.14604,79972.94266,90624.75503,102396.029,113230.0436,128145.7364,128667.5488,pessimistic,2100
MWI,53794.57834,34430.94351,77396.95793,110103.525,144560.8658,168051.451,181917.3622,198405.3269,205187.8924,211930.2656,pessimistic,2100
MYS,71380.41624,47666.99363,80377.24212,103889.8072,155518.2729,194188.9141,236152.5687,292725.4436,355034.2142,501807.7661,pessimistic,2100
NAM,13598.92493,6598.643251,20910.4771,30729.55133,37197.10242,39626.30017,44869.53752,48796.1117,51394.68758,55190.53548,pessimistic,2100
NER,379892.5587,297606.0236,483635.2466,533761.013,609477.1801,758279.4145,906562.07,940925.252,954228.6144,961845.1659,pessimistic,2100
NGA,1542401.789,861306.9346,1929945.429,2402734.658,3150048.817,3675886.306,4122549.279,4538848.413,4937389.718,4957904.491,pessimistic,2100
NIC,2796.419773,1430.893708,3741.955332,6633.804684,11626.12337,14044.6694,16729.94006,24422.01364,26015.51295,28288.44238,pessimistic,2100
NLD,911.8618386,0,0.519784587,72.39268285,5109.160629,13743.76666,25160.24448,43831.07133,57488.15551,114037.6656,pessimistic,2100
NOR,1.164941921,0,0,0.019323934,0.469799289,3.008347459,14.92485464,34.10060663,137.2418656,512.7140269,pessimistic,2100
NPL,134343.794,85596.9245,216801.647,285082.645,354407.298,397162.937,501747.151,679533.658,890004.23,979589.319,pessimistic,2100
NZL,971.0826687,652.2916259,1393.71731,1787.893159,2183.769009,2662.035711,3064.157511,3863.799982,5251.667068,9741.899139,pessimistic,2100
OMN,263.427958,103.7918326,251.4856852,402.6599595,758.397415,1135.269201,1603.929929,2206.440631,2417.142622,2524.498242,pessimistic,2100
PAK,2204049.64,1104930.56,2178732.04,2763438.68,3252102.08,3453353.68,3669123.13,3868751.23,3971196.71,4030216.74,pessimistic,2100
PAN,1345.561054,456.930294,1916.089697,4386.658689,6264.528989,8143.539086,8896.506776,9515.346003,10438.52224,12923.36759,pessimistic,2100
PER,104702.1467,57244.67957,128248.756,170310.4647,252999.3125,276512.0718,289629.7383,306542.7778,311681.5774,339273.4677,pessimistic,2100
PHL,164913.6011,101424.7427,218120.842,314295.7891,432906.022,527863.2175,691210.2937,867863.35,971182.6097,1050556.19,pessimistic,2100
PNG,52343.60357,29805.13764,46782.96877,52905.34486,60004.30274,64933.30026,70163.73122,72705.05178,73687.08617,74776.24394,pessimistic,2100
POL,4435.198392,704.3117266,3565.983148,11371.64515,28169.84146,45859.38592,56829.16407,72044.23246,86488.86986,164242.0567,pessimistic,2100
PRK,58109.63624,28385.01065,59000.31693,82508.54659,135604.4503,321343.4002,412925.2433,433094.4436,439903.6565,516614.1216,pessimistic,2100
PRT,353.3400798,1.895581876,276.8874967,843.8702109,2735.773123,4762.346704,5900.927843,7564.703094,8211.082404,8380.691307,pessimistic,2100
PRY,20552.77931,12377.50843,21449.28949,32706.56857,50043.74948,63995.58863,72369.0531,87731.69921,94825.47081,99350.81131,pessimistic,2100
PSE,1.821420823,0,0,0,0,0.483309716,74.5725759,142.2540442,248.0251672,341.1601186,pessimistic,2100
ROU,46487.17339,19225.54776,40756.63449,63002.83857,166396.5698,504986.3418,717302.7275,825926.541,837369.516,943986.5482,pessimistic,2100
RUS,121852.51,71439.57,165633.21,219534.67,273508.07,316877.23,358729.44,382473.84,401766.49,425200.51,pessimistic,2100
RWA,11842.54221,4781.751382,11492.07686,17834.02003,27951.61379,40803.23314,44988.38989,52272.03523,55593.82158,57402.33725,pessimistic,2100
SAU,1337.44149,518.8992424,739.3645612,878.0994314,1047.362211,1199.445015,1487.061433,2133.153406,14995.47895,15717.99615,pessimistic,2100
SDN,1020905.923,212193.024,1661784.197,2160015.553,3076329.022,3544860.66,3738121.163,4106576.194,4284674.946,4341690.083,pessimistic,2100
SEN,26862.23852,6143.820527,32135.19472,62116.56776,156742.5739,189315.2401,224039.4245,241848.3528,271545.0663,293529.1692,pessimistic,2100
SLE,62080.05749,39704.60096,67168.62042,93445.5194,126213.5498,138555.2308,151060.3864,155338.3839,156652.581,158001.4031,pessimistic,2100
SLV,139.1985131,21.42592645,163.5693532,387.6080033,712.6704042,1211.72042,1810.356648,2655.862192,2933.389424,3105.745462,pessimistic,2100
SOM,118386.9385,67444.47631,147206.8305,253411.0433,366888.0454,399850.2399,457343.5544,510262.6237,553748.105,574575.2453,pessimistic,2100
SRB,17101.29542,5458.664991,23932.41736,52216.23798,85566.9537,104655.1073,116410.5024,142477.5569,152187.984,166902.1603,pessimistic,2100
SSD,586460.4528,258215.9763,652706.3524,775481.2493,910541.7265,970082.502,1043257.419,1088691.477,1109750.908,1119577.473,pessimistic,2100
SUR,8182.714305,835.5024014,7249.234747,16670.65352,32060.64872,94466.24163,214245.9071,235132.7099,259785.5231,286544.4489,pessimistic,2100
SVK,869.748242,29.86263844,673.3521178,2570.050326,5965.388184,9263.894375,13649.60333,18497.97735,20496.53041,23464.93282,pessimistic,2100
SVN,121.5942003,1.161997922,49.32762605,195.7561749,1003.701908,1737.966662,2208.534076,2853.616779,3407.019487,4979.505428,pessimistic,2100
SWE,0.138029309,0,0,0.001560164,0.410420895,1.139801452,2.743526015,5.986180952,9.428168908,25.57321573,pessimistic,2100
SWZ,103.7268235,18.90835911,224.7604084,286.8910622,384.6789487,447.0633752,510.3828598,585.8262178,635.0992764,687.1943213,pessimistic,2100
SYR,4639.663308,2021.041961,3243.815657,5003.772121,7395.505671,9233.746461,12294.2713,16089.15974,22690.95037,24757.52225,pessimistic,2100
TCD,627560.7345,315895.884,578534.1466,661056.2829,748291.7601,801197.0996,906208.0168,965617.5591,997561.0095,1040890.152,pessimistic,2100
TGO,21186.3646,16322.70053,29287.57982,43206.0939,55179.4618,58435.52605,64117.75114,69965.55996,73695.53892,78525.14787,pessimistic,2100
THA,647462.6115,374844.89,753083.2066,1318208.017,2205535.273,2890800.812,4158634.654,5289153.422,6016351.639,6979399.64,pessimistic,2100
TJK,1631.078453,935.0958166,3051.859298,3293.320255,3397.37603,3778.49752,4135.4136,4265.794915,4270.732732,4272.395348,pessimistic,2100
TKM,1262.79507,62.05472946,1017.762013,5827.644063,5829.287286,5832.225132,5835.183024,5846.498991,5848.08018,5848.957102,pessimistic,2100
TLS,75.56057091,1.6482987,188.9278755,370.1706634,428.3407523,450.9284693,465.0776787,481.3884757,495.4051973,501.3367486,pessimistic,2100
TUN,593.3689004,49.76880228,350.1856216,1174.151194,5087.190633,7977.788723,8857.982647,9809.778886,10920.53236,11202.73344,pessimistic,2100
TUR,17867.27353,5874.905559,8444.98249,10224.30283,13019.12,16081.098,22967.87008,59231.28721,63832.393,71413.07821,pessimistic,2100
TWN,848.1513886,0,137.9635906,693.1896704,3034.727638,9884.864872,26285.98817,38194.86759,72921.64158,72921.64158,pessimistic,2100
TZA,184656.6351,91291.58833,152624.6302,227711.6252,296191.3609,309267.6751,321647.1553,336287.3035,349345.6753,352710.9814,pessimistic,2100
UGA,102839.2601,47637.97913,71747.55097,89302.26418,114767.2616,152058.9564,213506.6214,278853.4696,286734.516,303559.3467,pessimistic,2100
UKR,7436.165198,4862.677144,8711.387391,11468.09486,14595.48617,16544.45352,17920.7749,21273.15307,22645.73144,24047.57343,pessimistic,2100
URY,3394.565636,776.9887938,2998.170088,13945.57388,14909.61298,16143.3638,23142.33963,41192.7639,56396.78711,65135.66982,pessimistic,2100
USA,79002.79,23924.98,86800.79,153233.43,287584.45,636415.76,763061.78,861645.62,899394.84,959010.25,pessimistic,2100
UZB,7558.926763,3972.242994,6685.799079,10606.17568,10626.39155,10756.87866,11028.21523,11328.83374,12235.62698,12237.02803,pessimistic,2100
VEN,15988.7674,8523.713356,20517.55371,36386.5363,54643.62495,66717.58181,76816.41922,93641.09518,102775.4215,104665.9664,pessimistic,2100
VNM,3660289.443,2264293.894,4350601.184,6809122.789,8603414.475,9314389.288,10066682.18,10727853.2,11262780.86,11459048.14,pessimistic,2100
YEM,6454.075959,2381.793089,3486.951873,4606.944775,8101.609885,10613.17832,12263.25951,12946.52699,13309.542,13557.36591,pessimistic,2100
ZAF,15791.80906,7979.708893,15738.65937,22077.89833,31085.32057,35273.14432,37460.70099,39347.15096,42040.77977,43972.17329,pessimistic,2100
ZMB,83218.95216,59151.36396,91478.66707,120496.7724,156087.3185,186822.5661,203552.0037,209916.5525,214661.9409,217501.7816,pessimistic,2100
ZWE,4365.407107,3413.243921,7191.577117,10329.37128,12182.41305,13363.39235,13979.50263,14633.77455,14909.10423,15006.91313,pessimistic,2100